40759	0
41903	0
42979	1
44089	1
45209	1
46231	0
47246	1
48381	0
52148	0
53245	1
54360	0
55364	1
56444	1
57589	1
58601	0
63149	1
64217	1
65231	0
66272	0
67348	0
68471	1
69652	1
73740	0
74880	0
75948	0
77005	1
78116	1
79305	0
80481	0
81558	1
85079	0
86153	1
87211	0
88411	1
89505	1
90664	1
91762	1
95635	0
96809	0
97836	0
98911	0
99983	1
101155	1
102214	1
105955	0
107111	1
108113	0
109195	0
110295	1
111355	0
112434	1
113504	0
117990	1
119029	1
120137	1
121222	0
122387	0
123486	0
124665	1
125692	0
129126	1
130310	0
131341	1
132412	0
133587	1
134750	0
135805	1
139662	1
140751	0
141879	0
142914	0
144013	0
145104	1
146262	0
147429	1
151092	1
152184	1
153310	0
154444	0
155615	0
156653	1
157721	1
161796	1
162848	0
163952	1
165114	0
166231	1
167291	0
168381	1
169417	0
173628	0
174674	0
175859	0
177036	0
178125	1
179266	1
180371	1
181404	0
185094	1
186112	1
187183	1
188305	1
189335	1
190410	0
191560	0
192615	0
196720	0
197780	1
198878	1
199963	0
201106	1
202117	1
203186	0
206908	1
208035	0
209192	1
210289	0
211388	0
212411	1
213589	0
218038	0
219130	0
220245	1
221288	1
222483	0
223487	0
224549	0
225698	1
230629	0
231663	1
232752	0
233793	0
234966	0
236101	1
237180	1
241433	1
242612	1
243777	0
244912	1
246037	0
247229	0
248389	1
252343	1
253368	0
254424	1
255505	1
256587	0
257613	1
258672	1
259802	0
264310	1
265327	0
266521	1
267565	0
268687	0
269700	0
270712	1
271861	0
276340	1
277435	1
278444	1
279583	1
280713	1
281833	0
283001	0
287510	0
288536	0
289569	1
290626	1
291800	1
292997	0
294047	0
297820	0
298990	0
300026	1
301221	0
302319	1
303357	1
304509	1
305556	0
309506	1
310698	0
311758	1
312889	0
314069	0
315081	1
316101	0
320683	1
321850	1
322920	1
324015	0
325165	1
326211	1
327334	0
328503	0
332409	1
333569	0
334705	1
335787	0
336961	0
338118	1
339227	0
340293	0
344329	0
345377	1
346395	0
347397	1
348430	0
349466	1
350485	1
354348	1
355438	0
356520	0
357587	1
358663	0
359674	1
360765	1
361924	0
365880	1
366937	1
368064	0
369177	1
370328	1
371516	0
372648	1
376503	0
377562	0
378697	1
379833	1
380873	0
381932	0
383020	0
386705	0
387775	1
388890	0
389917	1
390973	0
392170	1
393183	1
394241	0
398880	0
399928	0
401060	1
402163	1
403291	1
404318	1
405405	0
406480	0
410809	1
411976	0
413172	0
414370	1
415482	1
416664	1
417729	0
418881	0
422962	0
424044	1
425212	1
426387	0
427579	1
428714	1
429847	0
434120	0
435134	0
436275	1
437464	1
438532	1
439570	0
440741	0
445172	0
446227	1
447300	0
448308	1
449463	0
450506	1
451702	1
455483	1
456547	0
457580	0
458632	1
459791	0
460793	0
461883	1
462947	1
467055	1
468236	0
469284	1
470462	0
471522	1
472695	0
473768	1
474871	0
478995	1
480109	1
481235	1
482276	0
483436	0
484571	0
485631	0
490190	1
491336	0
492365	0
493536	0
494726	0
495775	1
496915	1
497980	1
502476	0
503637	0
504711	0
505843	1
506955	0
507997	1
509050	1
513770	1
514818	1
515971	0
517151	1
518269	0
519418	0
520471	1
524054	0
525121	0
526307	0
527419	1
528459	1
529518	1
530699	1
531881	0
535552	0
536615	1
537655	1
538751	0
539906	0
540971	1
542117	0
546543	0
547643	0
548651	1
549707	0
550787	1
551876	0
552911	1
557991	1
559173	1
560253	0
561357	1
562407	0
563447	1
564494	0
565511	0
569931	1
571100	0
572227	1
573334	1
574441	1
575538	0
576694	0
577788	1
581469	1
582512	0
583576	1
584593	1
585707	0
586787	0
587913	0
591882	1
592998	1
594180	1
595273	0
596307	0
597391	1
598487	0
599556	0
603402	1
604495	1
605565	1
606608	0
607784	1
608946	0
610101	1
614242	0
615319	0
616495	1
617627	0
618692	1
619824	1
620923	0
622077	0
625712	0
626755	1
627943	1
628976	1
630093	0
631115	0
632194	1
633269	1
636989	1
637993	1
639035	0
640216	1
641314	1
642461	0
643545	0
648028	0
649063	1
650179	0
651364	1
652449	0
653617	1
654779	0
659006	0
660123	0
661274	0
662347	1
663447	1
664575	1
665595	0
666767	0
670592	0
671650	1
672653	1
673738	0
674772	0
675879	0
677048	1
678171	1
681869	1
682963	1
683970	0
685084	0
686135	1
687228	0
688419	0
692033	0
693072	0
694247	1
695303	1
696433	0
697551	0
698703	1
699823	0
704375	0
705529	1
706637	1
707682	0
708801	1
709805	1
710883	1
714608	1
715672	1
716861	0
718033	0
719086	1
720221	0
721270	0
725512	0
726525	1
727693	0
728755	1
729826	1
731004	1
732111	0
735821	0
736896	1
737991	0
739049	0
740228	1
741338	1
742417	1
743612	1
748334	1
749481	1
750580	0
751631	0
752789	1
753954	0
755145	0
756236	0
780615	1
781666	1
782742	0
783904	0
785013	0
786040	0
787096	1
788187	1
792335	0
793385	1
794385	1
795396	0
796433	0
797452	1
798475	1
802763	1
803770	1
804812	0
805970	1
807136	0
808184	0
809241	0
813648	1
814744	0
815823	0
816982	1
818053	1
819239	1
820305	0
821357	0
825178	0
826186	1
827243	1
828376	1
829444	0
830528	1
831584	0
835661	0
836729	0
837877	1
839001	0
840033	1
841075	1
842271	1
843383	0
847592	0
848668	0
849683	0
850691	1
851723	1
852776	1
853882	1
857662	0
858821	0
859922	0
861050	1
862113	1
863200	0
864382	1
865518	0
869357	1
870521	0
871641	0
872678	0
873797	1
874804	1
875909	0
877042	0
880822	0
881985	1
883129	1
884172	0
885224	1
886318	1
887460	0
891240	0
892297	1
893432	1
894571	1
895760	0
896769	0
897823	1
902267	1
903373	1
904538	0
905656	0
906708	0
907799	1
908896	1
910027	0
913822	1
914916	1
915992	1
917177	1
918188	0
919328	0
920372	0
924769	1
925803	1
926892	0
927988	0
929091	1
930102	0
931192	1
932222	0
936485	0
937638	0
938815	0
940001	1
941127	1
942180	0
943295	1
944446	1
948593	0
949785	1
950908	1
952070	0
953099	0
954174	1
955263	0
959097	1
960156	0
961222	0
962419	1
963439	0
964440	0
965516	1
969220	1
970391	1
971502	1
972563	0
973598	0
974781	0
975904	1
977014	1
980716	0
981783	0
982867	1
984006	1
985042	0
986102	0
987272	0
988411	1
992396	1
993476	0
994523	1
995623	0
996764	1
997921	0
999019	1
1003100	0
1004299	0
1005364	1
1006555	1
1007642	1
1008667	0
1009712	1
1010733	1
1014451	1
1015600	0
